stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,wheelchair_boarding
12893,12893,CAMPANELLA @ OBERLIN - E - NS,,32.918416,-96.756632,,,0
12898,12898,SCHROEDER @ GALVA - S - NS,,32.916118,-96.762192,,,0
12899,12899,SCHROEDER @ GALVA - S - NS,,32.912078,-96.762787,,,0
12900,12900,SCHROEDER @ WILLOWDELL - S - NS,,32.911205,-96.762902,,,0
12901,12901,FOREST @ SHEPHERD - E - NS,,32.909084,-96.750428,,,1
12907,12907,MEADOW @ GREENVILLE - W - FS,,32.88596,-96.759039,,,0
12908,12908,WALNUT HILL @ RAMBLER - W - MB,,32.8834,-96.762208,,,1
12909,12909,WALNUT HILL @ GREENVILLE - E - MB,,32.883151,-96.760168,,,0
12910,12910,GREENVILLE @ HOLLY HILL - S - NS,,32.874008,-96.762894,,,0
12914,12914,ANITA @ MATILDA - E - NS,,32.834682,-96.768126,,,0
12915,12915,MATILDA @ ELLSWORTH - S - NS,,32.833995,-96.767991,,,0
12916,12916,MATILDA @ PENROSE - S - NS,,32.832439,-96.767991,,,0
12917,12917,MATILDA @ MCCOMMAS - S - NS,,32.830131,-96.767975,,,0
12918,12918,MATILDA @ MONTICELLO - S - NS,,32.827129,-96.767991,,,0
12919,12919,MATILDA @ VANDERBILT - S - NS,,32.825092,-96.767998,,,0
12920,12920,MATILDA @ VICKERY - S - NS,,32.823062,-96.767998,,,0
12921,12921,MATILDA @ VELASCO - S - NS,,32.821076,-96.768052,,,0
12922,12922,MATILDA @ GOLIAD - S - NS,,32.818781,-96.768052,,,0
12923,12923,MATILDA @ RICHMOND - S - NS,,32.81628,-96.768063,,,1
12924,12924,MATILDA @ ORAM - S - NS,,32.813968,-96.768085,,,0
12925,12925,MATILDA @ LEWIS - S - NS,,32.812256,-96.7686,,,0
12926,12926,ROSS @ HOPE - W - NS,,32.811161,-96.769135,,,0
12927,12927,GREENVILLE @ HUDSON - S - FS,,32.809908,-96.770265,,,1
12928,12928,GREENVILLE @ BRYAN - S - NS,,32.80695,-96.770222,,,1
12930,12930,LIVE OAK @ COLLETT - W - NS,,32.804481,-96.77031,,,1
12931,12931,LIVE OAK @ FITZHUGH - W - FS,,32.802688,-96.772461,,,1
12932,12932,LIVE OAK @ ANNEX - W - NS,,32.800639,-96.774959,,,1
12933,12933,LIVE OAK @ CARROLL - W - FS,,32.799087,-96.776764,,,1
12934,12934,LIVE OAK @ PEAK - W - NS,,32.79805,-96.778008,,,1
12935,12935,LIVE OAK @ HASKELL - W - NS,,32.796668,-96.77976,,,1
12936,12936,LIVE OAK @ WASHINGTON - W - NS,,32.79467,-96.782202,,,0
12937,12937,LIVE OAK @ HALL - W - NS,,32.792266,-96.785061,,,1
12939,12939,LIVE OAK @ CANTEGRAL - W - NS,,32.788717,-96.789263,,,1
12940,12940,LIVE OAK @ CANTEGRAL - E - MB,,32.788347,-96.789583,,,1
12941,12941,LIVE OAK @ TEXAS - E - NS,,32.789222,-96.788531,,,0
12942,12942,LIVE OAK @ SKILES - E - MB,,32.791007,-96.786316,,,1
12944,12944,LIVE OAK @ HASKELL - E - NS,,32.796386,-96.779923,,,1
12945,12945,LIVE OAK @ PEAK - E - NS,,32.797767,-96.77819,,,1
12946,12946,LIVE OAK @ CARROLL - E - FS,,32.799696,-96.775891,,,1
12947,12947,LIVE OAK @ ANNEX - E - NS,,32.800376,-96.775075,,,0
12948,12948,LIVE OAK @ FITZHUGH - E - FS,,32.802867,-96.772126,,,1
12949,12949,LIVE OAK @ COLLETT - E - NS,,32.804004,-96.770707,,,0
12950,12950,MUNGER @ LIVE OAK - W - FS,,32.805942,-96.76915,,,1
12951,12951,GREENVILLE @ BRYAN - N - NS,,32.806541,-96.769867,,,1
12952,12952,GREENVILLE @ BRYAN PARKWAY - N - NS,,32.80788,-96.770134,,,0
12953,12953,GREENVILLE @ HUDSON - N - NS,,32.809963,-96.770134,,,0
12954,12954,ROSS @ HOPE - E - FS,,32.811111,-96.769082,,,1
12955,12955,MATILDA @ LEWIS - N - FS,,32.812336,-96.768486,,,1
12956,12956,MATILDA @ ORAM - N - NS,,32.813758,-96.768006,,,1
12957,12957,MATILDA @ RICHMOND - N - NS,,32.815776,-96.767998,,,1
12958,12958,MATILDA @ GOLIAD - N - NS,,32.818512,-96.767955,,,1
12959,12959,MATILDA @ VELASCO - N - NS,,32.820789,-96.767944,,,1
12960,12960,MATILDA @ VICKERY - N - NS,,32.822864,-96.76796,,,0
12961,12961,MATILDA @ VANDERBILT - N - NS,,32.824769,-96.767912,,,1
12962,12962,MATILDA @ MONTICELLO - N - NS,,32.826902,-96.767901,,,0
12963,12963,MATILDA @ MCCOMMAS - N - NS,,32.829773,-96.767914,,,0
12964,12964,MATILDA @ PENROSE - N - NS,,32.832149,-96.767899,,,1
12965,12965,MATILDA @ ANITA - N - NS,,32.834613,-96.767861,,,1
12967,12967,GREENVILLE @ SOUTHWESTERN - N - MB1,,32.852885,-96.769372,,,1
12969,12969,GREENVILLE @ HOLLY HILL - N - FS,,32.873714,-96.762728,,,1
12970,12970,GREENVILLE @ PINELAND - N - NS,,32.879521,-96.759684,,,0
12971,12971,WALNUT HILL @ RAMBLER - W - NS,,32.883402,-96.762193,,,1
12983,12983,GREENVILLE @ UNIVERSITY - N - NS,,32.845298,-96.769982,,,0
12984,12984,GREENVILLE @ PINELAND - S - MB,,32.881008,-96.760018,,,0
12985,12985,GREENVILLE @ UNIVERSITY - S - NS,,32.845829,-96.77018,,,1
12986,12986,GREENVILLE @ SOUTHWESTERN - N - NS,,32.85691,-96.768501,,,1
12989,12989,GREENVILLE @ PHOENIX - N - NS,,32.877263,-96.761029,,,1
12994,12994,LAMAR @ BUDD - N - NS,,32.739814,-96.758355,,,0
12995,12995,LAMAR @ STARKS - N - NS,,32.744476,-96.760292,,,0
12996,12996,LAMAR @ EMERY - N - NS,,32.745941,-96.761795,,,0
12997,12997,LAMAR @ ELSIE FAYE HEGGINS - N - NS,,32.747287,-96.763565,,,1
12999,12999,COLONIAL @ MARBURG - N - NS,,32.750034,-96.763878,,,0
13000,13000,COLONIAL @ PINE - N - NS,,32.752262,-96.766243,,,0
13001,13001,COLONIAL @ HICKMAN - N - NS,,32.754283,-96.768029,,,0
13003,13003,COLONIAL @ COOPER - N - NS,,32.75748,-96.77166,,,0
13004,13004,COOPER @ WENDELKIN - N - NS,,32.758186,-96.771042,,,0
13005,13005,COOPER @ HARWOOD - N - NS,,32.75896,-96.770119,,,0
13006,13006,HARWOOD @ WARREN - N - NS,,32.760625,-96.771759,,,0
13007,13007,HARWOOD @ PENNSYLVANIA - N - NS,,32.761736,-96.773042,,,0
13008,13008,COLONIAL @ PENNSYLVANIA - N - FS,,32.760609,-96.775023,,,1
13009,13009,COLONIAL @ MLK - N - NS,,32.761795,-96.776425,,,1
13010,13010,ERVAY @ SOUTH - N - NS,,32.762334,-96.777547,,,0
13011,13011,ERVAY @ AL LIPSCOMB WAY - N - NS,,32.764202,-96.780159,,,1
13012,13012,ERVAY @ SANGER - N - FS,,32.765266,-96.781243,,,1
13013,13013,ERVAY @ RICHARDSON - N - NS,,32.767913,-96.784073,,,0
13014,13014,ERVAY @ CORINTH - N - NS,,32.768413,-96.784798,,,1
13015,13015,ERVAY @ BEAUMONT - N - FS,,32.770381,-96.787667,,,0
13018,13018,ERVAY @ BLAKENEY - N - NS,,32.772777,-96.791001,,,1
13019,13019,ERVAY @ GRIFFIN E - N - NS,,32.773361,-96.791787,,,0
13020,13020,ERVAY @ MARILLA - N - NS,,32.776847,-96.795754,,,1
13021,13021,ERVAY @ YOUNG - N - NS,,32.777801,-96.796135,,,1
13023,13023,ST PAUL @ CADIZ - S - NS,,32.776363,-96.793374,,,1
13024,13024,ST PAUL @ ST LOUIS - S - MB,,32.775379,-96.792199,,,1
13028,13028,ERVAY @ BEAUMONT - S - NS,,32.770229,-96.787598,,,0
13030,13030,ERVAY @ CORINTH - S - NS,,32.768631,-96.785256,,,1
13031,13031,ERVAY @ PARKER - S - NS,,32.767734,-96.783982,,,0
13032,13032,ERVAY @ SANGER - S - NS,,32.765035,-96.78112,,,0
13033,13033,ERVAY @ AL LIPSCOMB WAY - S - FS,,32.763969,-96.780068,,,1
13034,13034,ERVAY @ SOUTH - S - NS,,32.762535,-96.7785,,,1
13035,13035,COLONIAL @ MLK - S - NS,,32.762065,-96.77697,,,1
13036,13036,COLONIAL @ PENNSYLVANIA - S - MB,,32.760925,-96.775544,,,1
13037,13037,PENNSYLVANIA @ HARWOOD - E - NS,,32.761684,-96.773331,,,0
13038,13038,HARWOOD @ WARREN - S - NS,,32.760921,-96.771996,,,0
13039,13039,HARWOOD @ COOPER - S - NS,,32.759254,-96.770256,,,0
13040,13040,COOPER @ WENDELKIN - S - NS,,32.758442,-96.770874,,,0
13041,13041,COOPER @ COLONIAL - S - NS,,32.757724,-96.771744,,,0
13042,13042,COLONIAL @ METROPOLITAN - S - FS,,32.756382,-96.770478,,,0
13043,13043,COLONIAL @ HICKMAN - S - NS,,32.754371,-96.768189,,,0
13044,13044,COLONIAL @ PINE - S - NS,,32.752349,-96.766457,,,0
13045,13045,COLONIAL @ MARBURG - S - NS,,32.750145,-96.764153,,,0
13046,13046,COLONIAL @ ELSIE FAYE HEGGINS - S - NS,,32.748873,-96.762485,,,0
13048,13048,LAMAR @ EMERY - S - FS,,32.74554,-96.761513,,,0
13049,13049,LAMAR @ STARKS - S - NS,,32.744605,-96.760559,,,0
13050,13050,LAMAR @ SH 310 - S - NS,,32.734375,-96.758133,,,0
13052,13052,CARBONDALE @ BURMA - S - NS,,32.712924,-96.748852,,,0
13053,13053,CARBONDALE @ SOLAR - S - NS,,32.710099,-96.747321,,,0
13054,13054,CARBONDALE @ LUZON - S - NS,,32.709261,-96.746834,,,0
13055,13055,CARBONDALE @ CORREGIDOR - S - NS,,32.708386,-96.746295,,,0
13056,13056,ABRAMS @ RICHMOND - S - NS,,32.816216,-96.752973,,,1
13060,13060,ABRAMS @ WORTH - S - NS,,32.809921,-96.752945,,,1
13062,13062,ABRAMS @ GASTON - N - FS,,32.81475,-96.752442,,,1
13063,13063,ABRAMS @ VICTOR - S - NS,,32.80448,-96.755746,,,0
13064,13064,ABRAMS @ BEACON - S - NS,,32.801529,-96.75631,,,1
13065,13065,COLUMBIA @ ORIENT - S - NS,,32.799438,-96.758538,,,0
13066,13066,COLUMBIA @ MUNGER - S - NS,,32.797695,-96.760697,,,1
13067,13067,COLUMBIA @ COLLETT - S - NS,,32.796836,-96.761727,,,1
13068,13068,COLUMBIA @ FITZHUGH - S - NS,,32.795299,-96.763596,,,1
13069,13069,COLUMBIA @ PRAIRIE - S - NS,,32.794499,-96.764703,,,0
13070,13070,COLUMBIA @ COLSON - S - NS,,32.792941,-96.76648,,,1
13071,13071,COLUMBIA @ CARROLL - S - FS,,32.79164,-96.767742,,,1
13072,13072,MAIN @ PEAK - S - FS,,32.789485,-96.76973,,,1
13073,13073,MAIN @ HASKELL - S - NS,,32.788738,-96.770615,,,0
13075,13075,ELM @ HALL - W - NS,,32.785653,-96.778968,,,1
13076,13076,ELM @ MALCOLM X - W - NS,,32.784973,-96.782332,,,1
13077,13077,ELM @ GOOD-LATIMER - W - FS,,32.78402,-96.787007,,,0
13080,13080,MAIN @ EXPOSITION - E - NS,,32.785627,-96.775003,,,1
13082,13082,MAIN @ HASKELL - N - NS,,32.788349,-96.77089,,,1
13083,13083,MAIN @ PEAK - N - NS,,32.789848,-96.76902,,,1
13084,13084,MAIN @ CARROLL - N - NS,,32.791404,-96.767525,,,1
13085,13085,COLUMBIA @ COLSON - N - NS,,32.792465,-96.766762,,,0
13086,13086,COLUMBIA @ PRAIRIE - N - NS,,32.794143,-96.764725,,,1
13087,13087,COLUMBIA @ FITZHUGH - N - NS,,32.794929,-96.763671,,,1
13088,13088,COLUMBIA @ COLLETT - N - NS,,32.796279,-96.762116,,,1
13089,13089,COLUMBIA @ MUNGER - N - NS,,32.796787,-96.761498,,,1
13090,13090,COLUMBIA @ ST MARY - N - NS,,32.79758,-96.760506,,,0
13091,13091,COLUMBIA @ ORIENT - N - NS,,32.799163,-96.758515,,,0
13092,13092,COLUMBIA @ BEACON - N - NS,,32.800815,-96.756562,,,1
13093,13093,ABRAMS @ FULTON - N - NS,,32.801884,-96.755819,,,1
13094,13094,ABRAMS @ VICTOR - N - NS,,32.804981,-96.755471,,,0
13095,13095,ABRAMS @ GLASGOW - N - NS,,32.807415,-96.753861,,,1
13097,13097,ABRAMS @ WORTH - N - NS,,32.809833,-96.752747,,,1
13098,13098,ABRAMS @ LA VISTA - N - NS,,32.812564,-96.751587,,,1
13099,13099,ABRAMS @ RICHMOND - N - NS,,32.815975,-96.752861,,,1
13100,13100,ADAMS @ GRIFFITH - S - NS,,32.735206,-96.830796,,,0
13101,13101,LLEWELLYN @ BROOKLYN - N - FS,,32.739395,-96.832131,,,1
13102,13102,LLEWELLYN @ 12TH - N - NS,,32.741005,-96.832131,,,0
13103,13103,LLEWELLYN @ JEFFERSON - N - NS,,32.74295,-96.832055,,,1
13104,13104,LLEWELLYN @ 10TH - N - FS,,32.745406,-96.83209,,,0
13105,13105,LLEWELLYN @ DAVIS - N - NS,,32.749351,-96.831658,,,0
13106,13106,DAVIS @ ADAMS - E - NS,,32.749416,-96.830338,,,0
13109,13109,BISHOP @ CANTY - N - NS,,32.752159,-96.827828,,,1
13111,13111,BISHOP @ NECHES - N - NS,,32.756054,-96.827767,,,0
13112,13112,BISHOP @ WICKFORD - N - NS,,32.757503,-96.826981,,,1
13114,13114,COLORADO @ BECKLEY - E - NS,,32.758915,-96.823342,,,1
13115,13115,COLORADO @ ENGLEWOOD - E - NS,,32.75874,-96.821899,,,0
13118,13118,MARKET @ JACKSON - N - FS,,32.778015,-96.805642,,,1
13123,13123,COLORADO @ ENGLEWOOD - W - NS,,32.758747,-96.821358,,,0
13124,13124,COLORADO @ BECKLEY - W - NS,,32.758907,-96.822716,,,1
13125,13125,COLORADO @ BALLARD - W - MB,,32.759143,-96.82466,,,1
13126,13126,BISHOP @ WICKFORD - S - NS,,32.757682,-96.826966,,,1
13127,13127,BISHOP @ 5TH - S - NS,,32.754745,-96.827927,,,1
13129,13129,BISHOP @ CANTY - S - NS,,32.752376,-96.827935,,,1
13130,13130,BISHOP @ NEELY - S - NS,,32.750843,-96.82795,,,0
13131,13131,BISHOP @ DAVIS - S - NS,,32.749622,-96.827965,,,1
13132,13132,LLEWELLYN @ 7TH - S - NS,,32.749027,-96.831925,,,1
13133,13133,LLEWELLYN @ MELBA - S - NS,,32.747333,-96.832146,,,0
13134,13134,LLEWELLYN @ JEFFERSON - S - NS,,32.743366,-96.832177,,,1
13135,13135,LLEWELLYN @ 12TH - S - NS,,32.74142,-96.832177,,,0
13136,13136,LLEWELLYN @ BROOKLYN - S - NS,,32.739334,-96.832161,,,0
13137,13137,ADAMS @ YARMOUTH - S - FS,,32.736538,-96.830811,,,0
13138,13138,VERNON @ ILLINOIS - S - FS,,32.720026,-96.836931,,,0
13139,13139,VERNON @ LUDLOW - N - NS,,32.723522,-96.836708,,,0
13140,13140,VERNON @ FERNDALE - N - NS,,32.725996,-96.836678,,,0
13141,13141,VERNON @ PIONEER - N - FS,,32.728198,-96.836747,,,0
13142,13142,VERNON @ MONSSEN - N - NS,,32.730297,-96.836731,,,0
13144,13144,TYLER @ NOLTE - N - NS,,32.734092,-96.837609,,,0
13145,13145,TYLER @ CLARENDON - N - NS,,32.73513,-96.837494,,,0
13146,13146,TYLER @ DELAWARE - N - NS,,32.73677,-96.837494,,,0
13147,13147,TYLER @ PEMBROKE - N - NS,,32.738208,-96.837502,,,0
13148,13148,TYLER @ PAGE - N - NS,,32.740074,-96.837555,,,0
13149,13149,TYLER @ 12TH - N - NS,,32.740939,-96.837592,,,0
13150,13150,TYLER @ JEFFERSON - N - NS,,32.742961,-96.837525,,,1
13151,13151,TYLER @ 10TH - N - NS,,32.745027,-96.837509,,,1
13152,13152,TYLER @ 9TH - N - NS,,32.746246,-96.837489,,,1
13153,13153,TYLER @ 8TH - N - NS,,32.747896,-96.837544,,,1
13154,13154,TYLER @ DAVIS - N - NS,,32.749303,-96.837534,,,1
13155,13155,TYLER @ WINSTON - N - NS,,32.751178,-96.837403,,,0
13156,13156,TYLER @ CANTY - N - FS,,32.752882,-96.837319,,,1
13157,13157,TYLER @ STEWART - N - NS,,32.755034,-96.837346,,,0
13158,13158,TYLER @ SALMON - N - NS,,32.757032,-96.837393,,,0
13159,13159,SYLVAN @ RAINBOW - N - FS,,32.760141,-96.835514,,,0
13160,13160,SYLVAN @ GREENBRIAR - N - NS,,32.762173,-96.835615,,,0
13161,13161,SYLVAN @ EVERGREEN HILLS - N - NS,,32.764235,-96.835598,,,0
13162,13162,SYLVAN @ KESSLER - N - NS,,32.766436,-96.835497,,,0
13164,13164,COMMERCE @ LANGFORD - E - NS,,32.774247,-96.825239,,,1
13165,13165,COMMERCE @ LEW STERRETT CROSSWALK -,,32.776756,-96.814362,,,1
13166,13166,SYLVAN @ FT WORTH - S - FS,,32.769161,-96.835876,,,1
13168,13168,SYLVAN @ EVERGREEN HILLS - S - NS,,32.764077,-96.835829,,,0
13169,13169,SYLVAN @ GREENBRIAR - S - NS,,32.76223,-96.835806,,,0
13170,13170,SYLVAN @ RAINBOW - S - NS,,32.760384,-96.835729,,,0
13171,13171,TYLER @ COLORADO - S - FS,,32.758319,-96.836815,,,0
13172,13172,TYLER @ SALMON - S - NS,,32.757198,-96.837593,,,0
13173,13173,TYLER @ STEWART - S - NS,,32.755191,-96.837555,,,0
13174,13174,TYLER @ EVERTS - S - NS,,32.753346,-96.837591,,,0
13175,13175,POLK @ CANTY - S - FS,,32.75204,-96.837647,,,0
13176,13176,POLK @ DAVIS - S - NS,,32.749694,-96.839417,,,0
13177,13177,POLK @ 8TH - S - NS,,32.748256,-96.839463,,,0
13178,13178,POLK @ 9TH - S - NS,,32.746574,-96.83947,,,0
13179,13179,POLK @ 10TH - S - NS,,32.74525,-96.83947,,,0
13180,13180,POLK @ JEFFERSON - S - NS,,32.743362,-96.839478,,,1
13181,13181,POLK @ 12TH - S - NS,,32.741699,-96.839486,,,0
13182,13182,POLK CUTOFF @ PAGE - S - NS,,32.740379,-96.839013,,,0
13183,13183,TYLER @ PEMBROKE - S - NS,,32.738563,-96.837693,,,0
13184,13184,TYLER @ BURLINGTON - S - NS,,32.73698,-96.837685,,,1
13185,13185,TYLER @ CLARENDON - S - NS,,32.73545,-96.83767,,,0
13188,13188,VERNON @ ELMDALE - S - NS,,32.730644,-96.836953,,,0
13189,13189,VERNON @ PIONEER - S - NS,,32.72805,-96.836838,,,0
13190,13190,VERNON @ FERNDALE - S - NS,,32.726314,-96.836815,,,0
13191,13191,VERNON @ WILBUR - S - NS,,32.722591,-96.836853,,,0
13192,13192,PINELAND @ FAIR OAKS - E - MB,,32.876041,-96.755295,,,1
13193,13193,FAIR OAKS @ PHOENIX - S - NS,,32.874099,-96.756707,,,1
13195,13195,RIDGECREST @ HEMLOCK- E - MB,,32.870425,-96.75944,,,0
13196,13196,RIDGECREST @ EASTRIDGE - E - MB1,,32.869297,-96.758052,,,1
13198,13198,RIDGECREST @ EASTRIDGE - E - MB2,,32.868215,-96.756633,,,1
13199,13199,RIDGECREST @ EASTRIDGE - E - MB3,,32.867338,-96.75548,,,0
13201,13201,RIDGECREST @ EASTRIDGE - E - NS,,32.866114,-96.750639,,,1
13203,13203,MELODY @ HEMLOCK - W - MB1,,32.86399,-96.751311,,,0
13204,13204,MELODY @ HEMLOCK - W - MB2,,32.86423,-96.752564,,,0
13205,13205,MELODY @ HEMLOCK - W - MB3,,32.864443,-96.753645,,,0
13206,13206,MELODY @ HEMLOCK - W - MB4,,32.864784,-96.755441,,,0
13207,13207,MELODY @ HEMLOCK - W - MB5,,32.865383,-96.757103,,,0
13208,13208,MELODY @ HEMLOCK - W - MB6,,32.866203,-96.758203,,,0
13209,13209,MELODY @ HEMLOCK - W - NS,,32.868587,-96.761062,,,0
13210,13210,MELODY @ SHADYBROOK - W - MB,,32.869647,-96.762299,,,1
13211,13211,SHADY BROOK @ MELODY - S - FS,,32.869175,-96.763123,,,0
13212,13212,SHADY BROOK @ BLACKWELL - S - NS,,32.866783,-96.763672,,,1
13216,13216,SOUTHWESTERN @ CARUTH HAVEN - S - NS,,32.860603,-96.764855,,,1
13218,13218,ROSS @ HARWOOD - S - NS,,32.787224,-96.798807,,,1
13222,13222,SHADY BROOK @ BLACKWELL - N - FS,,32.866691,-96.763611,,,1
13223,13223,SHADY BROOK @ MELODY - N - NS,,32.869605,-96.762932,,,0
13224,13224,MELODY @ HEMLOCK - E - NS,,32.86848,-96.761073,,,0
13225,13225,MELODY @ EASTRIDGE - E - MB1,,32.867157,-96.759583,,,0
13226,13226,MELODY @ EASTRIDGE - E - MB2,,32.866386,-96.758568,,,1
13227,13227,MELODY @ EASTRIDGE - E - MB3,,32.865558,-96.757485,,,0
13228,13228,MELODY @ EASTRIDGE - E - MB4,,32.864715,-96.755524,,,0
13229,13229,MELODY @ EASTRIDGE - E - MB5,,32.864437,-96.75409,,,0
13230,13230,MELODY @ EASTRIDGE - E - MB6,,32.864181,-96.752724,,,0
13231,13231,MELODY @ EASTRIDGE - E - MB7,,32.863964,-96.751603,,,0
13232,13232,EASTRIDGE @ MELODY - N - FS,,32.864318,-96.749665,,,1
13233,13233,RIDGECREST @ EASTRIDGE - W - FS,,32.866228,-96.750598,,,1
13234,13234,RIDGECREST @ HEMLOCK - W - MB3,,32.867351,-96.755402,,,0
13236,13236,RIDGECREST @ HEMLOCK - W - MB4,,32.86821,-96.756483,,,0
13238,13238,RIDGECREST @ HEMLOCK - W - NS,,32.869884,-96.758638,,,0
13239,13239,RIDGECREST @ PARK - W - NS,,32.870995,-96.759896,,,0
13240,13240,FAIR OAKS @ PHOENIX - N - NS,,32.873798,-96.756913,,,1
13242,13242,ELSIE FAYE HEGGINS@ LELAND - W - NS,,32.751911,-96.758427,,,1
13243,13243,CROZIER @ CARPENTER - N - NS,,32.754379,-96.759484,,,0
13244,13244,CROZIER @ PINE - N - NS,,32.755793,-96.761175,,,0
13245,13245,LATIMER @ PINE - N - FS,,32.756492,-96.760981,,,1
13246,13246,LATIMER @ EUGENE - N - NS,,32.757209,-96.761864,,,1
13247,13247,LATIMER @ HICKMAN - N - NS,,32.75846,-96.763306,,,1
13248,13248,LATIMER @ ROMINE - N - NS,,32.759315,-96.764252,,,1
13249,13249,LATIMER @ METROPOLITAN - N - NS,,32.760566,-96.765526,,,1
13250,13250,LATIMER @ COOPER - N - NS,,32.761947,-96.76648,,,0
13251,13251,LATIMER @ LENWAY - N - NS,,32.76268,-96.767731,,,0
13252,13252,LATIMER @ BIRMINGHAM - N - MB,,32.763851,-96.769143,,,0
13253,13253,LATIMER @ PEABODY - N - MB,,32.765159,-96.770699,,,1
13254,13254,LATIMER @ MLK - N - NS,,32.766017,-96.771737,,,1
13255,13255,MLK @ EDGEWOOD - N - NS,,32.764885,-96.773217,,,0
13256,13256,MLK @ HARWOOD - S - NS,,32.763595,-96.774964,,,1
13257,13257,HARWOOD @ SOUTH - N - NS,,32.764217,-96.775925,,,1
13258,13258,HARWOOD @ PARK ROW - N - NS,,32.765143,-96.776998,,,0
13259,13259,HARWOOD @ AL LIPSCOMB WAY - N - NS,,32.766059,-96.778054,,,1
13260,13260,HARWOOD @ COOMBS - N - NS,,32.768009,-96.779877,,,0
13261,13261,HARWOOD @ CORINTH - N - NS,,32.771256,-96.782668,,,1
13262,13262,HARWOOD @ HICKORY - N - FS,,32.773043,-96.78445,,,0
13263,13263,HARWOOD @ GANO - N - FS,,32.774117,-96.786529,,,0
13265,13265,HARWOOD @ TAYLOR - N - NS,,32.776969,-96.790154,,,1
13266,13266,HARWOOD @ YOUNG - N - NS,,32.778991,-96.792511,,,1
13267,13267,HARWOOD @ CANTON - N - NS,,32.778518,-96.791932,,,1
13268,13268,HARWOOD @ WOOD - N - NS,,32.779573,-96.793255,,,1
13269,13269,HARWOOD @ COMMERCE - N - NS,,32.78081,-96.793889,,,1
13271,13271,HARWOOD @ CANTON - S - NS,,32.778621,-96.792218,,,1
13272,13272,HARWOOD @ YOUNG - S - NS,,32.779197,-96.792955,,,0
13273,13273,HARWOOD @ CADIZ - S - NS,,32.778083,-96.791569,,,1
13274,13274,HARWOOD @ ST LOUIS - S - NS,,32.77663,-96.78991,,,1
13275,13275,HARWOOD @ IH 30 - S - NS,,32.775753,-96.788872,,,0
13276,13276,HARWOOD @ GANO - S - FS,,32.773677,-96.785958,,,1
13277,13277,HARWOOD @ HICKORY - S - NS,,32.772697,-96.784066,,,1
13278,13278,HARWOOD @ CORINTH - S - NS,,32.771488,-96.78299,,,0
13279,13279,HARWOOD @ COOMBS - S - NS,,32.768098,-96.780049,,,0
13281,13281,HARWOOD @ PARK ROW - S - NS,,32.76526,-96.777277,,,0
13282,13282,HARWOOD @ SOUTH - S - NS,,32.764419,-96.776207,,,0
13283,13283,LATIMER @ PENNSYLVANIA - S - NS,,32.764808,-96.770371,,,1
13284,13284,LATIMER @ BIRMINGHAM - S - FS,,32.763889,-96.769272,,,1
13285,13285,LATIMER @ LENWAY - S - NS,,32.762687,-96.767873,,,0
13286,13286,LATIMER @ COOPER - S - MB,,32.761943,-96.767046,,,0
13287,13287,LATIMER @ METROPOLITAN - S - NS,,32.760876,-96.765618,,,0
13288,13288,LATIMER @ ROMINE - S - NS,,32.759567,-96.76442,,,0
13289,13289,LATIMER @ HICKMAN - S - NS,,32.758556,-96.76352,,,0
13290,13290,LATIMER @ EUGENE - S - NS,,32.757747,-96.762558,,,0
13291,13291,LATIMER @ PINE - S - NS,,32.7564,-96.760956,,,0
13292,13292,CROZIER @ PINE - S - FS,,32.755649,-96.761063,,,1
13293,13293,CROZIER @ CARPENTER - S - NS,,32.754566,-96.759804,,,0
13294,13294,CROZIER @ SOUTHLAND - S - NS,,32.753265,-96.758277,,,0
13295,13295,CROZIER @ HATCHER - S - NS,,32.752655,-96.757579,,,0
13296,13296,LELAND @ SOUTHLAND - N - NS,,32.752225,-96.759136,,,0
13297,13297,SOUTHLAND @ CROZIER - E - NS,,32.753093,-96.758156,,,0
13312,13312,OAK LAWN @ LEMMON - S - FS,,32.811588,-96.806165,,,1
13313,13313,OAK LAWN @ HALL - S - MB,,32.810673,-96.80725,,,1
13315,13315,OAK LAWN @ DICKASON - S - NS,,32.808396,-96.80929,,,1
13316,13316,OAK LAWN @ ROUTH - S - NS,,32.805595,-96.812699,,,1
13317,13317,OAK LAWN @ MAPLE - S - NS,,32.804496,-96.81408,,,1
13318,13318,MAPLE @ HOOD - S - NS,,32.802716,-96.812747,,,1
13319,13319,MAPLE @ TURTLE CREEK - S - FS,,32.800891,-96.810729,,,1
13320,13320,MAPLE @ KITTRELL - S - NS,,32.799048,-96.808694,,,1
13324,13324,ERVAY @ ELM - N - MB,,32.781626,-96.797277,,,1
13327,13327,MAPLE @ WOLF - N - NS,,32.797828,-96.807122,,,1
13328,13328,MAPLE @ HOOD - N - FS,,32.802959,-96.812874,,,1
13329,13329,OAK LAWN @ CONGRESS - N - NS,,32.806808,-96.811074,,,0
13330,13330,OAK LAWN @ CEDAR SPRINGS - N - NS,,32.808845,-96.808686,,,1
13331,13331,OAK LAWN @ HALL - N - NS,,32.809965,-96.807829,,,0
13332,13332,OAK LAWN @ LEMMON - N - NS,,32.811731,-96.805693,,,0
13347,13347,NORTHWEST @ AMES - E - NS,,32.865467,-96.807618,,,1
13365,13365,MALCOLM X @ MLK - N - NS,,32.76897,-96.768258,,,1
13366,13366,MLK @ MEYERS - N - NS,,32.771007,-96.766159,,,1
